DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
18K279,P.S. 279 Herman Schreiber,2017-18,404,50,55,46,65,59,68,61,0,0,0,0,0,0,0,205,50.7,199,49.3,8,2,358,88.6,24,5.9,7,1.7,7,1.7,52,12.9,22,5.4,324,80.2,67.1%
18K285,I.S. 285 Meyer Levin,2017-18,666,0,0,0,0,0,0,0,244,231,191,0,0,0,0,361,54.2,305,45.8,4,0.6,625,93.8,23,3.5,7,1.1,7,1.1,128,19.2,26,3.9,520,78.1,72.6%
18K366,The Science And Medicine Middle School,2017-18,399,0,0,0,0,0,0,0,143,119,137,0,0,0,0,195,48.9,204,51.1,3,0.8,355,89,30,7.5,3,0.8,8,2,82,20.6,8,2,325,81.5,67.9%
18K563,It Takes a Village Academy,2017-18,730,0,0,0,0,0,0,0,0,0,0,185,209,186,150,312,42.7,418,57.3,16,2.2,637,87.3,51,7,16,2.2,10,1.4,107,14.7,129,17.7,530,72.6,75.0%
18K566,Brooklyn Generation School,2017-18,195,0,0,0,0,0,0,0,0,0,0,56,61,43,35,70,35.9,125,64.1,3,1.5,157,80.5,26,13.3,6,3.1,3,1.5,44,22.6,20,10.3,159,81.5,73.8%
18K567,Brooklyn Theatre Arts High School,2017-18,362,0,0,0,0,0,0,0,0,0,0,114,101,71,76,198,54.7,164,45.3,2,0.6,304,84,40,11,10,2.8,6,1.7,56,15.5,10,2.8,293,80.9,75.7%
18K569,Kurt Hahn Expeditionary Learning School,2017-18,353,0,0,0,0,0,0,0,0,0,0,110,90,60,93,128,36.3,225,63.7,2,0.6,319,90.4,24,6.8,5,1.4,3,0.8,86,24.4,19,5.4,292,82.7,70.5%
18K576,Victory Collegiate High School,2017-18,401,0,0,0,0,0,0,0,0,0,0,87,99,99,116,184,45.9,217,54.1,3,0.7,338,84.3,34,8.5,11,2.7,15,3.7,97,24.2,20,5,318,79.3,74.5%
18K578,Brooklyn Bridge Academy,2017-18,191,0,0,0,0,0,0,0,0,0,0,26,44,49,72,73,38.2,118,61.8,3,1.6,152,79.6,26,13.6,4,2.1,6,3.1,47,24.6,14,7.3,164,85.9,76.6%
18K581,East Flatbush Community Research School,2017-18,131,0,0,0,0,0,0,0,41,58,32,0,0,0,0,64,48.9,67,51.1,0,0,115,87.8,10,7.6,1,0.8,5,3.8,34,26,15,11.5,120,91.6,81.2%
18K588,Middle School for Art and Philosophy,2017-18,177,0,0,0,0,0,0,0,56,62,59,0,0,0,0,91,51.4,86,48.6,1,0.6,154,87,15,8.5,3,1.7,4,2.3,56,31.6,13,7.3,162,91.5,74.7%
18K598,Middle School of Marketing and Legal Studies,2017-18,131,0,0,0,0,0,0,0,31,48,52,0,0,0,0,68,51.9,63,48.1,6,4.6,114,87,4,3.1,2,1.5,5,3.8,25,19.1,18,13.7,116,88.5,78.4%
18K617,High School for Innovation in Advertising and Medi,2017-18,255,0,0,0,0,0,0,0,0,0,0,67,92,51,45,78,30.6,177,69.4,1,0.4,212,83.1,35,13.7,3,1.2,4,1.6,49,19.2,21,8.2,178,69.8,70.7%
18K629,Cultural Academy for the Arts and Sciences,2017-18,319,0,0,0,0,0,0,0,0,0,0,161,52,68,38,139,43.6,180,56.4,4,1.3,277,86.8,28,8.8,4,1.3,6,1.9,61,19.1,34,10.7,239,74.9,74.9%
18K633,High School for Medical Professions,2017-18,424,0,0,0,0,0,0,0,0,0,0,126,85,101,112,294,69.3,130,30.7,16,3.8,328,77.4,63,14.9,8,1.9,9,2.1,68,16,18,4.2,403,95,69.2%
18K635,Olympus Academy,2017-18,206,0,0,0,0,0,0,0,0,0,0,25,87,32,62,100,48.5,106,51.5,2,1,183,88.8,12,5.8,5,2.4,4,1.9,55,26.7,5,2.4,162,78.6,70.4%
18K637,Academy for Conservation and the Environment,2017-18,285,0,0,0,0,0,0,0,0,0,0,81,76,67,61,105,36.8,180,63.2,17,6,216,75.8,25,8.8,7,2.5,20,7,58,20.4,32,11.2,235,82.5,78.2%
18K642,Urban Action Academy,2017-18,278,0,0,0,0,0,0,0,0,0,0,44,70,79,85,107,38.5,171,61.5,5,1.8,215,77.3,33,11.9,3,1.1,22,7.9,53,19.1,59,21.2,210,75.5,77.9%
18K673,East Brooklyn Community High School,2017-18,192,0,0,0,0,0,0,0,0,0,0,37,51,41,63,83,43.2,109,56.8,2,1,146,76,31,16.1,2,1,11,5.7,76,39.6,14,7.3,141,73.4,75.2%
18K763,Brooklyn Science and Engineering Academy,2017-18,257,0,0,0,0,0,0,0,106,81,70,0,0,0,0,97,37.7,160,62.3,1,0.4,239,93,10,3.9,3,1.2,4,1.6,44,17.1,8,3.1,197,76.7,54.7%
19K007,P.S. 007 Abraham Lincoln,2017-18,879,36,150,123,154,129,149,138,0,0,0,0,0,0,0,453,51.5,426,48.5,64,7.3,82,9.3,696,79.2,17,1.9,20,2.3,155,17.6,179,20.4,807,91.8,80.6%
19K013,P.S. 013 Roberto Clemente,2017-18,489,35,72,70,80,72,80,80,0,0,0,0,0,0,0,237,48.5,252,51.5,14,2.9,317,64.8,137,28,8,1.6,13,2.7,116,23.7,53,10.8,460,94.1,94.2%
19K065,P.S. 065,2017-18,617,0,89,94,110,90,129,105,0,0,0,0,0,0,0,298,48.3,319,51.7,21,3.4,47,7.6,523,84.8,20,3.2,6,1,70,11.3,142,23,507,82.2,86.1%
19K089,P.S. 089 Cypress Hills,2017-18,457,18,41,47,52,42,46,47,61,49,54,0,0,0,0,229,50.1,228,49.9,4,0.9,14,3.1,432,94.5,7,1.5,0,0,107,23.4,204,44.6,424,92.8,86.2%
19K108,P.S. 108 Sal Abbracciamento,2017-18,959,105,155,144,135,155,134,131,0,0,0,0,0,0,0,468,48.8,491,51.2,59,6.2,107,11.2,755,78.7,27,2.8,11,1.1,200,20.9,111,11.6,779,81.2,85.3%
19K149,P.S. 149 Danny Kaye,2017-18,681,69,85,99,104,113,122,89,0,0,0,0,0,0,0,341,50.1,340,49.9,21,3.1,404,59.3,241,35.4,7,1,8,1.2,102,15,43,6.3,650,95.4,90.4%
19K158,P.S. 158 Warwick,2017-18,589,49,90,92,86,81,90,101,0,0,0,0,0,0,0,305,51.8,284,48.2,7,1.2,286,48.6,275,46.7,12,2,9,1.5,101,17.1,54,9.2,521,88.5,90.1%
19K159,P.S. 159 Isaac Pitkin,2017-18,798,0,134,128,137,119,131,149,0,0,0,0,0,0,0,410,51.4,388,48.6,322,40.4,247,31,193,24.2,25,3.1,11,1.4,119,14.9,158,19.8,674,84.5,89.1%
19K171,I.S. 171 Abraham Lincoln,2017-18,444,0,0,0,0,0,0,0,144,148,152,0,0,0,0,223,50.2,221,49.8,32,7.2,37,8.3,360,81.1,9,2,6,1.4,83,18.7,119,26.8,436,98.2,88.3%
19K190,P.S. 190 Sheffield,2017-18,185,14,25,30,28,30,32,26,0,0,0,0,0,0,0,97,52.4,88,47.6,0,0,143,77.3,39,21.1,0,0,3,1.6,28,15.1,7,3.8,180,97.3,92.1%
19K202,P.S. 202 Ernest S. Jenkyns,2017-18,439,31,43,64,79,81,61,80,0,0,0,0,0,0,0,212,48.3,227,51.7,11,2.5,258,58.8,153,34.9,6,1.4,11,2.5,122,27.8,50,11.4,416,94.8,92.3%
19K213,P.S. 213 New Lots,2017-18,285,27,38,49,29,40,48,54,0,0,0,0,0,0,0,158,55.4,127,44.6,5,1.8,198,69.5,59,20.7,6,2.1,17,6,47,16.5,27,9.5,268,94,93.9%
19K214,P.S. 214 Michael Friedsam,2017-18,914,102,142,137,131,120,131,151,0,0,0,0,0,0,0,436,47.7,478,52.3,459,50.2,106,11.6,309,33.8,11,1.2,29,3.2,139,15.2,128,14,740,81,87.1%
19K218,J.H.S. 218 James P. Sinnott,2017-18,409,0,0,0,0,0,0,0,125,146,138,0,0,0,0,200,48.9,209,51.1,70,17.1,146,35.7,174,42.5,10,2.4,9,2.2,103,25.2,103,25.2,380,92.9,93.1%
19K224,P.S. 224 Hale A. Woodruff,2017-18,412,40,47,51,65,66,72,71,0,0,0,0,0,0,0,213,51.7,199,48.3,8,1.9,264,64.1,130,31.6,7,1.7,3,0.7,94,22.8,30,7.3,390,94.7,91.6%
19K273,P.S. 273 Wortman,2017-18,371,36,58,46,54,57,50,70,0,0,0,0,0,0,0,200,53.9,171,46.1,6,1.6,285,76.8,73,19.7,3,0.8,4,1.1,99,26.7,10,2.7,317,85.4,88.3%
19K290,P.S. 290 Juan Morel Campos,2017-18,525,18,98,83,77,87,86,76,0,0,0,0,0,0,0,257,49,268,51,13,2.5,109,20.8,391,74.5,6,1.1,6,1.1,116,22.1,116,22.1,502,95.6,87.8%
19K292,J.H.S. 292 Margaret S. Douglas,2017-18,567,0,0,0,0,0,0,0,161,200,206,0,0,0,0,270,47.6,297,52.4,95,16.8,275,48.5,170,30,10,1.8,17,3,139,24.5,83,14.6,531,93.7,93.2%
19K306,P.S. 306 Ethan Allen,2017-18,329,31,46,43,37,53,56,63,0,0,0,0,0,0,0,171,52,158,48,3,0.9,232,70.5,85,25.8,6,1.8,3,0.9,109,33.1,6,1.8,315,95.7,96.5%
19K325,The Fresh Creek School,2017-18,211,15,30,32,37,34,27,36,0,0,0,0,0,0,0,113,53.6,98,46.4,1,0.5,147,69.7,55,26.1,4,1.9,4,1.9,39,18.5,7,3.3,198,93.8,90.6%
19K328,P.S. 328 Phyllis Wheatley,2017-18,289,31,49,45,34,38,51,41,0,0,0,0,0,0,0,140,48.4,149,51.6,9,3.1,154,53.3,113,39.1,2,0.7,11,3.8,67,23.2,43,14.9,281,97.2,96.0%
19K345,P.S. 345 Patrolman Robert Bolden,2017-18,535,33,68,80,86,89,92,87,0,0,0,0,0,0,0,257,48,278,52,43,8,178,33.3,288,53.8,17,3.2,9,1.7,86,16.1,85,15.9,454,84.9,89.1%
19K346,P.S. 346 Abe Stark,2017-18,581,41,84,95,88,86,101,86,0,0,0,0,0,0,0,291,50.1,290,49.9,32,5.5,371,63.9,131,22.5,20,3.4,27,4.6,124,21.3,9,1.5,491,84.5,73.4%
19K364,I.S. 364 Gateway,2017-18,350,0,0,0,0,0,0,0,115,126,109,0,0,0,0,158,45.1,192,54.9,5,1.4,225,64.3,109,31.1,2,0.6,9,2.6,98,28,5,1.4,282,80.6,81.2%
19K404,Academy for Young Writers,2017-18,546,0,0,0,0,0,0,0,65,82,73,92,89,77,68,331,60.6,215,39.4,4,0.7,383,70.1,145,26.6,8,1.5,6,1.1,110,20.1,14,2.6,459,84.1,79.9%
19K409,East New York Family Academy,2017-18,496,0,0,0,0,0,0,0,74,75,71,125,71,53,27,246,49.6,250,50.4,16,3.2,312,62.9,155,31.3,9,1.8,4,0.8,110,22.2,19,3.8,432,87.1,81.2%
19K422,Spring Creek Community School,2017-18,478,0,0,0,0,0,0,0,80,86,70,92,89,61,0,217,45.4,261,54.6,6,1.3,353,73.8,102,21.3,11,2.3,6,1.3,122,25.5,14,2.9,393,82.2,80.8%
19K452,Frederick Douglass Academy VIII Middle School,2017-18,336,0,0,0,0,0,0,0,116,119,101,0,0,0,0,182,54.2,154,45.8,19,5.7,239,71.1,69,20.5,2,0.6,7,2.1,61,18.2,7,2.1,290,86.3,70.7%
19K502,FDNY - Captain Vernon A. Richard High School for F,2017-18,333,0,0,0,0,0,0,0,0,0,0,107,87,66,73,81,24.3,252,75.7,2,0.6,239,71.8,79,23.7,10,3,3,0.9,85,25.5,12,3.6,278,83.5,85.4%
19K504,High School for Civil Rights,2017-18,264,0,0,0,0,0,0,0,0,0,0,53,72,66,73,107,40.5,157,59.5,2,0.8,192,72.7,63,23.9,5,1.9,2,0.8,70,26.5,23,8.7,218,82.6,87.6%
19K507,Performing Arts and Technology High School,2017-18,450,0,0,0,0,0,0,0,0,0,0,131,155,101,63,260,57.8,190,42.2,9,2,298,66.2,133,29.6,7,1.6,3,0.7,88,19.6,62,13.8,408,90.7,85.2%
19K510,World Academy for Total Community Health High Scho,2017-18,262,0,0,0,0,0,0,0,0,0,0,59,65,77,61,143,54.6,119,45.4,11,4.2,191,72.9,52,19.8,6,2.3,2,0.8,51,19.5,31,11.8,241,92,85.5%
19K557,Brooklyn Gardens Elementary School,2017-18,308,17,46,49,57,49,48,42,0,0,0,0,0,0,0,132,42.9,176,57.1,0,0,203,65.9,97,31.5,2,0.6,6,1.9,99,32.1,21,6.8,299,97.1,96.3%
19K583,Multicultural High School,2017-18,243,0,0,0,0,0,0,0,0,0,0,66,54,66,57,127,52.3,116,47.7,0,0,1,0.4,241,99.2,0,0,1,0.4,4,1.6,209,86,206,84.8,98.4%
19K615,Transit Tech Career and Technical Education High S,2017-18,713,0,0,0,0,0,0,0,0,0,0,188,212,126,187,114,16,599,84,22,3.1,434,60.9,220,30.9,20,2.8,17,2.4,157,22,36,5,540,75.7,78.0%
19K618,Academy of Innovative Technology,2017-18,403,0,0,0,0,0,0,0,0,0,0,119,105,97,82,68,16.9,335,83.1,21,5.2,167,41.4,193,47.9,13,3.2,9,2.2,91,22.6,41,10.2,345,85.6,77.8%
19K639,Brooklyn Lab School,2017-18,384,0,0,0,0,0,0,0,0,0,0,101,121,81,81,173,45.1,211,54.9,55,14.3,111,28.9,194,50.5,8,2.1,16,4.2,71,18.5,113,29.4,330,85.9,88.5%
19K654,Van Siclen Community Middle School,2017-18,297,0,0,0,0,0,0,0,102,106,89,0,0,0,0,133,44.8,164,55.2,5,1.7,210,70.7,66,22.2,4,1.3,12,4,104,35,35,11.8,281,94.6,90.1%
19K659,Cypress Hills Collegiate Preparatory School,2017-18,251,0,0,0,0,0,0,0,0,0,0,91,62,52,46,99,39.4,152,60.6,33,13.1,51,20.3,153,61,5,2,9,3.6,38,15.1,56,22.3,206,82.1,83.8%
19K660,W. H. Maxwell Career and Technical Education High,2017-18,407,0,0,0,0,0,0,0,0,0,0,103,111,93,100,273,67.1,134,32.9,10,2.5,272,66.8,114,28,6,1.5,5,1.2,127,31.2,37,9.1,360,88.5,88.9%
19K661,Vista Academy,2017-18,431,0,0,0,0,0,0,0,158,149,124,0,0,0,0,230,53.4,201,46.6,22,5.1,103,23.9,282,65.4,15,3.5,9,2.1,85,19.7,41,9.5,420,97.4,83.4%
19K662,Liberty Avenue Middle School,2017-18,466,0,0,0,0,0,0,0,158,156,152,0,0,0,0,203,43.6,263,56.4,22,4.7,92,19.7,332,71.2,12,2.6,8,1.7,102,21.9,82,17.6,448,96.1,88.1%
19K663,School of the Future Brooklyn,2017-18,201,0,0,0,0,0,0,0,78,61,62,0,0,0,0,97,48.3,104,51.7,3,1.5,132,65.7,61,30.3,2,1,3,1.5,52,25.9,21,10.4,186,92.5,94.1%
19K677,East New York Elementary School of Excellence,2017-18,536,35,80,76,90,75,99,81,0,0,0,0,0,0,0,258,48.1,278,51.9,22,4.1,260,48.5,233,43.5,13,2.4,8,1.5,103,19.2,101,18.8,475,88.6,90.8%
19K678,East New York Middle School of Excellence,2017-18,253,0,0,0,0,0,0,0,93,84,76,0,0,0,0,129,51,124,49,7,2.8,146,57.7,95,37.5,0,0,5,2,70,27.7,26,10.3,229,90.5,90.1%
19K683,"The School for Classics: An Academy of Thinkers, W",2017-18,287,0,0,0,0,0,0,0,0,0,0,50,80,75,82,164,57.1,123,42.9,34,11.8,139,48.4,95,33.1,6,2.1,13,4.5,62,21.6,63,22,251,87.5,87.0%
19K760,Highland Park Community School,2017-18,319,0,0,0,0,0,0,0,125,97,97,0,0,0,0,148,46.4,171,53.6,9,2.8,54,16.9,243,76.2,10,3.1,3,0.9,63,19.7,40,12.5,299,93.7,83.2%
19K764,The Urban Assembly School for Collaborative Health,2017-18,313,0,0,0,0,0,0,0,0,0,0,89,86,71,67,209,66.8,104,33.2,42,13.4,120,38.3,124,39.6,19,6.1,8,2.6,44,14.1,58,18.5,249,79.6,79.9%
20K030,P.S./I.S. 30 Mary White Ovington,2017-18,911,0,103,108,97,110,106,0,138,125,124,0,0,0,0,422,46.3,489,53.7,214,23.5,14,1.5,275,30.2,9,1,399,43.8,185,20.3,209,22.9,729,80,75.5%
20K048,P.S. 048 Mapleton,2017-18,593,18,99,98,92,79,92,115,0,0,0,0,0,0,0,298,50.3,295,49.7,261,44,6,1,172,29,9,1.5,145,24.5,114,19.2,176,29.7,431,72.7,78.5%
20K062,J.H.S. 062 Ditmas,2017-18,1204,0,0,0,0,0,0,0,379,434,391,0,0,0,0,583,48.4,621,51.6,393,32.6,238,19.8,399,33.1,10,0.8,164,13.6,222,18.4,259,21.5,1052,87.4,83.0%
20K069,P.S. 69 Vincent D. Grippo School,2017-18,785,0,139,128,110,134,138,136,0,0,0,0,0,0,0,387,49.3,398,50.7,723,92.1,2,0.3,27,3.4,1,0.1,32,4.1,82,10.4,410,52.2,762,97.1,91.2%
20K102,P.S. 102 The Bayview,2017-18,1432,0,264,239,226,255,226,222,0,0,0,0,0,0,0,711,49.7,721,50.3,219,15.3,14,1,380,26.5,37,2.6,782,54.6,254,17.7,236,16.5,937,65.4,61.8%
20K104,P.S./I.S. 104 The Fort Hamilton School,2017-18,1265,0,127,142,127,123,108,146,164,158,170,0,0,0,0,578,45.7,687,54.3,253,20,55,4.3,337,26.6,36,2.8,584,46.2,182,14.4,144,11.4,810,64,54.4%
20K105,P.S. 105 The Blythebourne,2017-18,1507,0,275,260,236,256,239,241,0,0,0,0,0,0,0,695,46.1,812,53.9,1381,91.6,4,0.3,75,5,0,0,47,3.1,95,6.3,697,46.3,1327,88.1,91.6%
20K112,P.S. 112 Lefferts Park,2017-18,681,20,130,120,124,94,92,101,0,0,0,0,0,0,0,303,44.5,378,55.5,269,39.5,1,0.1,224,32.9,4,0.6,183,26.9,122,17.9,163,23.9,477,70,74.1%
20K127,P.S. 127 Mckinley Park,2017-18,538,0,120,93,81,80,68,96,0,0,0,0,0,0,0,265,49.3,273,50.7,218,40.5,5,0.9,122,22.7,9,1.7,184,34.2,103,19.1,158,29.4,436,81,65.2%
20K160,P.S. 160 William T. Sampson,2017-18,1274,0,160,212,214,243,224,221,0,0,0,0,0,0,0,593,46.5,681,53.5,1108,87,8,0.6,105,8.2,4,0.3,49,3.8,152,11.9,818,64.2,1090,85.6,91.1%
20K163,P.S. 163 Bath Beach,2017-18,633,0,78,55,55,60,60,73,72,90,90,0,0,0,0,309,48.8,324,51.2,198,31.3,8,1.3,220,34.8,2,0.3,205,32.4,118,18.6,144,22.7,509,80.4,74.7%
20K164,P.S. 164 Caesar Rodney,2017-18,709,28,153,139,98,106,94,91,0,0,0,0,0,0,0,351,49.5,358,50.5,306,43.2,11,1.6,294,41.5,9,1.3,89,12.6,119,16.8,136,19.2,584,82.4,88.1%
20K170,Ralph A. Fabrizio School,2017-18,1035,0,178,180,152,166,167,192,0,0,0,0,0,0,0,476,46,559,54,577,55.7,5,0.5,176,17,10,1,267,25.8,158,15.3,343,33.1,943,91.1,81.9%
20K176,P.S. 176 Ovington,2017-18,1334,0,175,196,212,222,267,262,0,0,0,0,0,0,0,655,49.1,679,50.9,891,66.8,8,0.6,274,20.5,7,0.5,154,11.5,145,10.9,377,28.3,1159,86.9,79.2%
20K179,P.S. 179 Kensington,2017-18,884,36,143,151,134,144,133,143,0,0,0,0,0,0,0,440,49.8,444,50.2,484,54.8,35,4,213,24.1,13,1.5,139,15.7,146,16.5,412,46.6,761,86.1,89.5%
20K180,The SEEALL Academy,2017-18,1136,16,124,115,104,108,95,82,158,159,175,0,0,0,0,528,46.5,608,53.5,518,45.6,9,0.8,310,27.3,15,1.3,284,25,172,15.1,345,30.4,999,87.9,83.6%
20K185,P.S. 185 Walter Kassenbrock,2017-18,652,0,116,115,107,114,89,111,0,0,0,0,0,0,0,331,50.8,321,49.2,51,7.8,8,1.2,114,17.5,22,3.4,457,70.1,93,14.3,46,7.1,260,39.9,38.7%
20K186,P.S. 186 Dr. Irving A Gladstone,2017-18,1032,0,201,180,159,195,152,145,0,0,0,0,0,0,0,496,48.1,536,51.9,416,40.3,2,0.2,283,27.4,14,1.4,317,30.7,176,17.1,366,35.5,753,73,76.5%
20K187,The Christa McAuliffe School\I.S. 187,2017-18,873,0,0,0,0,0,0,0,333,266,274,0,0,0,0,457,52.3,416,47.7,589,67.5,11,1.3,59,6.8,5,0.6,209,23.9,99,11.3,29,3.3,574,65.8,57.9%
20K192,P.S. 192 - The Magnet School for Math and Science,2017-18,677,31,101,66,79,85,57,61,63,67,67,0,0,0,0,355,52.4,322,47.6,147,21.7,12,1.8,319,47.1,5,0.7,194,28.7,141,20.8,215,31.8,577,85.2,89.7%
20K200,P.S. 200 Benson School,2017-18,1316,20,251,229,217,200,200,199,0,0,0,0,0,0,0,633,48.1,683,51.9,452,34.3,9,0.7,265,20.1,20,1.5,570,43.3,167,12.7,404,30.7,1085,82.4,76.9%
20K201,J.H.S. 201 The Dyker Heights,2017-18,1584,0,0,0,0,0,0,0,552,508,524,0,0,0,0,720,45.5,864,54.5,821,51.8,9,0.6,244,15.4,9,0.6,501,31.6,213,13.4,142,9,1193,75.3,63.2%
20K204,P.S. 204 Vince Lombardi,2017-18,1178,35,200,191,173,195,195,189,0,0,0,0,0,0,0,562,47.7,616,52.3,626,53.1,4,0.3,217,18.4,8,0.7,323,27.4,161,13.7,197,16.7,909,77.2,64.2%
20K205,P.S. 205 Clarion,2017-18,1278,54,203,193,207,227,193,201,0,0,0,0,0,0,0,629,49.2,649,50.8,756,59.2,13,1,253,19.8,2,0.2,254,19.9,199,15.6,332,26,855,66.9,72.4%
20K220,J.H.S. 220 John J. Pershing,2017-18,1520,0,0,0,0,0,0,0,520,473,527,0,0,0,0,713,46.9,807,53.1,798,52.5,19,1.3,637,41.9,2,0.1,64,4.2,224,14.7,514,33.8,1308,86.1,90.6%
20K223,J.H.S. 223 The Montauk,2017-18,950,0,0,0,0,0,0,0,286,341,323,0,0,0,0,442,46.5,508,53.5,590,62.1,17,1.8,248,26.1,5,0.5,90,9.5,140,14.7,319,33.6,926,97.5,89.9%
20K227,J.H.S. 227 Edward B. Shallow,2017-18,1506,0,0,0,0,0,0,0,551,496,459,0,0,0,0,686,45.6,820,54.4,900,59.8,8,0.5,399,26.5,7,0.5,192,12.7,213,14.1,417,27.7,1387,92.1,83.6%
20K229,P.S. 229 Dyker,2017-18,1249,32,142,147,131,128,153,144,129,115,128,0,0,0,0,616,49.3,633,50.7,743,59.5,18,1.4,150,12,14,1.1,324,25.9,176,14.1,149,11.9,743,59.5,48.9%
20K247,P.S. 247 Brooklyn,2017-18,873,0,142,146,146,162,139,138,0,0,0,0,0,0,0,446,51.1,427,48.9,442,50.6,3,0.3,113,12.9,5,0.6,310,35.5,150,17.2,252,28.9,574,65.8,70.5%
20K259,J.H.S. 259 William Mckinley,2017-18,1852,0,0,0,0,0,0,0,642,630,580,0,0,0,0,859,46.4,993,53.6,822,44.4,23,1.2,373,20.1,12,0.6,622,33.6,223,12,243,13.1,1490,80.5,73.0%
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2017-18,480,0,78,77,78,88,79,80,0,0,0,0,0,0,0,245,51,235,49,58,12.1,14,2.9,157,32.7,7,1.5,244,50.8,109,22.7,60,12.5,327,68.1,62.8%
20K310,The School For Future Leaders,2017-18,409,0,78,56,58,57,77,83,0,0,0,0,0,0,0,205,50.1,204,49.9,352,86.1,0,0,31,7.6,1,0.2,25,6.1,44,10.8,187,45.7,390,95.4,88.0%
20K445,New Utrecht High School,2017-18,3563,0,0,0,0,0,0,0,0,0,0,1072,897,763,831,1537,43.1,2026,56.9,1432,40.2,113,3.2,1062,29.8,47,1.3,909,25.5,592,16.6,750,21,2811,78.9,79.6%
20K485,High School of Telecommunication Arts and Technolo,2017-18,1278,0,0,0,0,0,0,0,0,0,0,367,320,292,299,546,42.7,730,57.1,264,20.7,100,7.8,635,49.7,35,2.7,244,19.1,254,19.9,95,7.4,959,75,75.4%
20K490,Fort Hamilton High School,2017-18,4582,0,0,0,0,0,0,0,0,0,0,1341,1283,972,986,2190,47.8,2391,52.2,1242,27.1,174,3.8,1430,31.2,91,2,1645,35.9,659,14.4,675,14.7,3264,71.2,72.7%
20K503,P.S. 503: The School of Discovery,2017-18,1072,0,171,151,188,188,167,207,0,0,0,0,0,0,0,521,48.6,551,51.4,222,20.7,6,0.6,787,73.4,5,0.5,52,4.9,236,22,632,59,1031,96.2,92.9%
20K505,Franklin Delano Roosevelt High School,2017-18,3061,0,0,0,0,0,0,0,0,0,0,774,995,612,680,1293,42.2,1768,57.8,1175,38.4,342,11.2,991,32.4,20,0.7,533,17.4,441,14.4,1016,33.2,2476,80.9,86.9%
20K506,P.S. 506: The School of Journalism & Technology,2017-18,793,0,144,158,138,126,110,117,0,0,0,0,0,0,0,378,47.7,415,52.3,245,30.9,7,0.9,513,64.7,2,0.3,26,3.3,149,18.8,259,32.7,764,96.3,90.0%
20K609,Urban Assembly School for Criminal Justice,2017-18,556,0,0,0,0,0,0,0,73,78,77,94,84,71,79,556,100,0,0,265,47.7,91,16.4,102,18.3,10,1.8,88,15.8,80,14.4,83,14.9,525,94.4,84.0%
20K682,The Academy of Talented Scholars,2017-18,378,0,56,62,64,71,63,62,0,0,0,0,0,0,0,170,45,208,55,75,19.8,19,5,49,13,5,1.3,230,60.8,105,27.8,15,4,143,37.8,38.8%
20K686,Brooklyn School of Inquiry,2017-18,566,0,50,59,61,63,63,64,63,58,85,0,0,0,0,282,49.8,284,50.2,113,20,28,4.9,28,4.9,16,2.8,381,67.3,35,6.2,49,8.7,127,22.4,26.6%
20K748,P.S. 748 Brooklyn School for Global Scholars,2017-18,548,0,102,91,76,80,98,101,0,0,0,0,0,0,0,276,50.4,272,49.6,216,39.4,2,0.4,155,28.3,7,1.3,168,30.7,73,13.3,84,15.3,401,73.2,64.1%
20K768,District 20 Pre-K Center,2017-18,1132,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,555,49,577,51,498,44,13,1.1,327,28.9,8,0.7,286,25.3,52,4.6,0,0,739,65.3,72.3%
20K971,"School of Math, Science, and Healthy Living",2017-18,357,0,49,57,57,62,64,68,0,0,0,0,0,0,0,184,51.5,173,48.5,167,46.8,4,1.1,157,44,0,0,29,8.1,39,10.9,157,44,329,92.2,87.6%
21K090,P.S. 90 Edna Cohen School,2017-18,667,75,121,100,93,92,102,84,0,0,0,0,0,0,0,326,48.9,341,51.1,77,11.5,114,17.1,377,56.5,18,2.7,81,12.1,125,18.7,121,18.1,560,84,88.4%
21K095,P.S. 095 The Gravesend,2017-18,943,18,122,121,142,123,145,124,51,49,48,0,0,0,0,465,49.3,478,50.7,331,35.1,77,8.2,333,35.3,7,0.7,195,20.7,160,17,122,12.9,700,74.2,78.5%
21K096,I.S. 096 Seth Low,2017-18,779,0,0,0,0,0,0,0,241,276,262,0,0,0,0,386,49.6,393,50.4,260,33.4,74,9.5,204,26.2,10,1.3,231,29.7,174,22.3,244,31.3,610,78.3,81.3%
21K097,P.S. 97 The Highlawn,2017-18,780,0,124,130,128,126,144,128,0,0,0,0,0,0,0,357,45.8,423,54.2,409,52.4,8,1,165,21.2,4,0.5,194,24.9,133,17.1,235,30.1,520,66.7,69.7%
21K098,I.S. 98 Bay Academy,2017-18,1530,0,0,0,0,0,0,0,536,499,495,0,0,0,0,837,54.7,693,45.3,417,27.3,43,2.8,134,8.8,40,2.6,896,58.6,140,9.2,22,1.4,841,55,48.3%
